Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chrX,17622443,17622942,"intron (NM_198270, intron 1 of 7)","intron (NM_198270, intron 1 of 7)",-12808,NM_001291868,4810,ENSG00000188158,NHS
chrX,135334136,135334635,"intron (NM_007131, intron 1 of 6)","intron (NM_007131, intron 1 of 6)",9724,NR_110381,7626,ENSG00000186376,ZNF75D
chrX,129415743,129416242,Intergenic,Intergenic,107498,NM_003069,6594,ENSG00000102038,SMARCA1
chrX,89104767,89105266,Intergenic,MSTA-int|LTR|ERVL-MaLR,357791,NM_001184771,53336,ENSG00000147183,CPXCR1
chrX,46646872,46647371,"intron (NM_001257291, intron 11 of 16)","intron (NM_001257291, intron 11 of 16)",73356,NM_019886,56548,ENSG00000147119,CHST7
chrX,83171981,83172480,Intergenic,MER52D|LTR|ERV1,-336060,NM_000307,5456,ENSG00000196767,POU3F4
chrX,55521711,55522210,Intergenic,Intergenic,-32762,NM_201286,158880,ENSG00000247746,USP51
chrX,91456284,91456783,Intergenic,L1PB4|LINE|L1,-21534,NR_110659,102724167,ENSG00000234161,PABPC5-AS1
chrX,84552246,84552745,Intergenic,L1MA1|LINE|L1,-50042,NM_001177479,139324,ENSG00000165259,HDX
chrX,57991173,57991672,Intergenic,L1M2a|LINE|L1,-80789,NM_007156,7789,ENSG00000198205,ZXDA
chrX,67158628,67159127,Intergenic,L1MA1|LINE|L1,-385144,NM_000044,367,ENSG00000169083,AR
chrX,126771442,126771941,Intergenic,L1PB1|LINE|L1,-48038,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,99152912,99153411,Intergenic,L1PA15|LINE|L1,1257112,NM_020766,57526,ENSG00000165194,PCDH19
chrX,65788356,65788855,Intergenic,Intergenic,120951,NM_002444,4478,ENSG00000147065,MSN
chrX,72134395,72134894,"exon (NM_001013627, exon 4 of 8)","exon (NM_001013627, exon 4 of 8)",-2729,NM_001024455,340526,ENSG00000242732,RTL5
chrX,76882417,76882916,"intron (NR_110403, intron 1 of 3)",L1PA4|LINE|L1,36694,NR_029909,494333,ENSG00000283242,MIR384
chrX,44100998,44101497,Intergenic,LTR16E2|LTR|ERVL,-127857,NM_000266,4693,ENSG00000124479,NDP
chrX,153633635,153634134,Intergenic,Intergenic,-8557,NM_001395,1852,ENSG00000130829,DUSP9
chrX,26821029,26821528,Intergenic,L1M2|LINE|L1,262941,NR_001559,139538,ENSG00000259849,VENTXP1
chrX,101254557,101255056,"intron (NM_001939, intron 18 of 23)","intron (NM_001939, intron 18 of 23)",34862,NM_001939,1821,ENSG00000102385,DRP2
chrX,77213652,77214151,Intergenic,L1PA13|LINE|L1,-199369,NR_110402,101928469,ENSG00000280870,MIR325HG
chrX,124862489,124862988,"intron (NM_014253, intron 3 of 30)",L1MA1|LINE|L1,101079,NM_014253,10178,ENSG00000009694,TENM1
chrX,69886272,69886771,"intron (NM_001005609, intron 1 of 7)",L1M3a|LINE|L1,-136336,NR_037494,100500887,ENSG00000211991,MIR676
chrX,149267893,149268392,Intergenic,Intergenic,237164,NR_104128,3423,ENSG00000010404,IDS
chrX,129872299,129872798,Intergenic,Intergenic,-28662,NM_016032,51114,ENSG00000188706,ZDHHC9
chrX,27182643,27183142,Intergenic,L1M1|LINE|L1,280449,NM_207319,139420,ENSG00000224960,PPP4R3C
chrX,80255891,80256390,"intron (NR_110646, intron 5 of 5)",MSTA-int|LTR|ERVL-MaLR,79178,NR_110646,101060146,ENSG00000278530,CHMP1B2P
chrX,65171451,65171950,Intergenic,L1PA5|LINE|L1,-136959,NM_001243804,55906,ENSG00000126970,ZC4H2
chrX,3016769,3017268,"intron (NM_001011719, intron 4 of 8)","intron (NM_001011719, intron 4 of 8)",10405,NM_001011719,347527,ENSG00000205667,ARSH
chrX,6968785,6969284,Intergenic,Intergenic,-178256,NM_001320750,412,ENSG00000101846,STS
chrX,52222456,52222955,Intergenic,L1PA2|LINE|L1,32083,NR_102368,101340250,ENSG00000221705,SNORA11E
chrX,117069951,117070450,Intergenic,L1PA13|LINE|L1,-252340,NR_145523,100126447,,LOC100126447
chrX,148959859,148960358,"intron (NM_001170628, intron 9 of 17)",LTR18C|LTR|ERVL,241017,NM_001170628,2334,ENSG00000155966,AFF2
chrX,73724345,73724844,Intergenic,L1PA10|LINE|L1,-67611,NR_003255,9383,ENSG00000270641,TSIX
chrX,40633116,40633615,"intron (NM_144970, intron 5 of 6)",L2a|LINE|L2,9799,NM_001195522,347411,ENSG00000238205,MPC1L
chrX,85866334,85866833,"intron (NM_001320959, intron 14 of 14)",THE1D-int|LTR|ERVL-MaLR,30803,NR_031710,100302171,ENSG00000283435,MIR1321
chrX,91072213,91072712,Intergenic,LTR1|LTR|ERV1,-362377,NM_080832,140886,ENSG00000174740,PABPC5
chrX,145969918,145970417,Intergenic,THE1B-int|LTR|ERVL-MaLR,22659,NR_106783,102466721,ENSG00000252219,MIR892C
chrX,149688656,149689155,"5' UTR (NM_001011544, exon 2 of 5)","5' UTR (NM_001011544, exon 2 of 5)",712,NM_001011544,4110,ENSG00000185247,MAGEA11
chrX,52298904,52299403,Intergenic,L1P2|LINE|L1,37489,NR_107055,102466880,ENSG00000275335,MIR8088
chrX,8068958,8069457,Intergenic,Intergenic,-57758,NR_030380,723779,ENSG00000207628,MIR651
chrX,109586219,109586718,Intergenic,MER52A|LTR|ERV1,38704,NM_012282,23630,ENSG00000176076,KCNE5
chrX,108867533,108868032,Intergenic,MSTA-int|LTR|ERVL-MaLR,131242,NR_110652,101928358,ENSG00000237863,LOC101928358
chrX,153055658,153056157,promoter-TSS (NM_001282535),promoter-TSS (NM_001282535),-563,NM_013364,29944,ENSG00000183837,PNMA3
chrX,153306731,153307230,Intergenic,Intergenic,14787,NM_001354980,105373377,ENSG00000225110,PNMA6F
chrX,115960676,115961175,"intron (NR_130730, intron 1 of 2)",L1PB1|LINE|L1,8186,NR_130730,642776,ENSG00000235244,DANT2
chrX,4114053,4114552,Intergenic,MER70A|LTR|ERVL,-193560,NR_146579,729162,,FAM239B
chrX,102625686,102626185,"intron (NR_146584, intron 4 of 18)",L1PREC2|LINE|L1,-25431,NM_001099410,9737,ENSG00000198932,GPRASP1
chrX,79065623,79066122,Intergenic,L1MA4|LINE|L1,-105100,NM_032553,84636,ENSG00000147138,GPR174
chrX,53006076,53006575,Intergenic,MSTB-int|LTR|ERVL-MaLR,-10853,NM_001242492,29057,ENSG00000268350,FAM156A
chrX,33846936,33847435,Intergenic,Intergenic,285145,NM_203408,158724,ENSG00000185448,FAM47A
chrX,17725985,17726484,"exon (NM_001291867, exon 7 of 9)","exon (NM_001291867, exon 7 of 9)",-11215,NM_001037535,6322,ENSG00000047634,SCML1
chrX,130690017,130690516,"intron (NM_006375, intron 4 of 14)",FordPrefect_a|DNA|hAT-Tip100,-112370,NR_135655,105373338,,LOC105373338
chrX,148254409,148254908,Intergenic,THE1D-int|LTR|ERVL-MaLR,-245959,NM_001169123,2334,ENSG00000155966,AFF2
chrX,122452246,122452745,Intergenic,HERVL-int|LTR|ERVL,-731748,NM_000828,2892,ENSG00000125675,GRIA3
chrX,127089957,127090456,Intergenic,L1M1|LINE|L1,270477,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,19203108,19203607,Intergenic,MER45C|DNA|hAT-Tip100,-80720,NM_001184833,10149,ENSG00000173698,ADGRG2
chrX,103339571,103340070,Intergenic,Intergenic,9581,NM_152278,56849,ENSG00000182916,TCEAL7
chrX,37290640,37291139,Intergenic,Intergenic,-58441,NM_001173489,5638,ENSG00000130962,PRRG1
chrX,112565294,112565793,Intergenic,MSTA-int|LTR|ERVL-MaLR,114395,NM_178175,340596,ENSG00000182508,LHFPL1
chrX,122439348,122439847,Intergenic,L1PB4|LINE|L1,-744646,NM_000828,2892,ENSG00000125675,GRIA3
chrX,127808445,127808944,Intergenic,L1M1|LINE|L1,243709,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,128156363,128156862,Intergenic,Intergenic,-104209,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,102784686,102785185,"intron (NR_038988, intron 2 of 7)",L1M1|LINE|L1,15782,NR_146589,100287765,,LINC00630
chrX,135059337,135059836,Intergenic,MER66-int|LTR|ERV1,-7395,NM_001078172,26071,ENSG00000203950,RTL8A
chrX,46684717,46685216,"intron (NM_001257291, intron 1 of 16)","intron (NM_001257291, intron 1 of 16)",74152,NM_001257291,84679,ENSG00000065923,SLC9A7
chrX,131514045,131514544,Intergenic,L1PA14|LINE|L1,-29780,NM_001004486,347468,ENSG00000171054,OR13H1
chrX,65697871,65698370,"intron (NM_002444, intron 1 of 12)","intron (NM_002444, intron 1 of 12)",30466,NM_002444,4478,ENSG00000147065,MSN
chrX,131051151,131051650,"intron (NR_126350, intron 1 of 2)","intron (NR_126350, intron 1 of 2)",6746,NR_126350,104266960,ENSG00000228659,LINC01201
chrX,46179949,46180448,Intergenic,L1PB1|LINE|L1,147476,NR_110388,101927574,ENSG00000236751,LINC01186
chrX,151700550,151701049,"exon (NM_024082, exon 4 of 4)","exon (NM_024082, exon 4 of 4)",2492,NR_033262,79057,ENSG00000130032,PRRG3
chrX,48512291,48512790,"intron (NM_203475, intron 5 of 14)","intron (NM_203475, intron 5 of 14)",2756,NM_203474,64840,ENSG00000102312,PORCN
chrX,154979207,154979706,"intron (NM_000132, intron 6 of 25)",L1MA6|LINE|L1,43267,NM_000132,2157,ENSG00000185010,F8
chrX,23966502,23967001,Intergenic,THE1B-int|LTR|ERVL-MaLR,58745,NM_001169574,254158,ENSG00000165182,CXorf58
chrX,16168443,16168942,"intron (NM_001277307, intron 1 of 1)","intron (NM_001277307, intron 1 of 1)",1211,NM_001277307,645864,ENSG00000182798,MAGEB17
chrX,26748419,26748918,Intergenic,Intergenic,190331,NR_001559,139538,ENSG00000259849,VENTXP1
chrX,126593860,126594359,Intergenic,L1MA2|LINE|L1,-41295,NM_178470,139170,ENSG00000198889,DCAF12L1
chrX,39056980,39057479,Intergenic,Intergenic,-253346,NR_046706,100874211,,MID1IP1-AS1
chrX,43467551,43468050,Intergenic,LTR28|LTR|ERV1,-187107,NM_001270458,4128,ENSG00000189221,MAOA
chrX,135317574,135318073,"intron (NM_007131, intron 1 of 6)",L1MA4A|LINE|L1,8343,NM_001358449,110806299,ENSG00000283644,ETDC
chrX,9822460,9822959,"intron (NM_001649, intron 1 of 9)","intron (NM_001649, intron 1 of 9)",36280,NM_001649,357,ENSG00000146950,SHROOM2
chrX,10859398,10859897,Intergenic,LTR33|LTR|ERVL,-25964,NM_033290,4281,ENSG00000101871,MID1
chrX,122159787,122160286,Intergenic,Intergenic,789064,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,115139842,115140341,"intron (NM_001243963, intron 14 of 19)",L1MA2|LINE|L1,-13649,NR_145764,109617004,ENSG00000271907,SNORA35B
chrX,133276561,133277060,Intergenic,Intergenic,-58456,NM_016521,51270,ENSG00000183434,TFDP3
chrX,7999088,7999587,Intergenic,LTR105_Mam|LTR|ERVL,-71598,NM_001172672,8228,ENSG00000006757,PNPLA4
chrX,131058029,131058528,promoter-TSS (NM_001282607),promoter-TSS (NM_001282607),-68,NM_001282607,158763,ENSG00000147256,ARHGAP36
chrX,99415578,99416077,Intergenic,L1PA13|LINE|L1,994446,NM_020766,57526,ENSG00000165194,PCDH19
chrX,34387677,34388176,Intergenic,CpG,-255596,NM_203408,158724,ENSG00000185448,FAM47A
chrX,21959714,21960213,"intron (NM_004595, intron 1 of 10)","intron (NM_004595, intron 1 of 10)",19254,NM_004595,6611,ENSG00000102172,SMS
chrX,84790892,84791391,Intergenic,L1PA13|LINE|L1,-143010,NR_024062,100131816,ENSG00000229547,UBE2DNL
chrX,149807860,149808359,Intergenic,Intergenic,-17599,NR_109813,101241891,ENSG00000280752,LINC00850
chrX,77076710,77077209,Intergenic,L1PA8A|LINE|L1,-62427,NR_110402,101928469,ENSG00000280870,MIR325HG
chrX,9837371,9837870,"intron (NM_001649, intron 1 of 9)","intron (NM_001649, intron 1 of 9)",51191,NM_001649,357,ENSG00000146950,SHROOM2
chrX,126995214,126995713,Intergenic,L1M1|LINE|L1,175734,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,13921812,13922311,"intron (NM_001318729, intron 1 of 6)",MER66B|LTR|ERV1,16577,NM_001001994,2824,ENSG00000046653,GPM6B
chrX,3109880,3110379,"exon (NM_001201538, exon 10 of 11)","exon (NM_001201538, exon 10 of 11)",43330,NM_004042,416,ENSG00000062096,ARSF
chrX,150337060,150337559,Intergenic,Intergenic,-26008,NM_001177465,10046,ENSG00000013619,MAMLD1
chrX,128454520,128455019,Intergenic,MSTA-int|LTR|ERVL-MaLR,-402366,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,116628335,116628834,Intergenic,L1PA10|LINE|L1,-165608,NM_001017978,203413,ENSG00000204019,CT83
chrX,125877694,125878193,Intergenic,L1MA2|LINE|L1,-231819,NR_110409,101928495,ENSG00000237208,LOC101928495
chrX,114932267,114932766,Intergenic,MSTA-int|LTR|ERVL-MaLR,85100,NM_000640,3598,ENSG00000123496,IL13RA2
chrX,122325984,122326483,Intergenic,L1PA16|LINE|L1,-858010,NM_000828,2892,ENSG00000125675,GRIA3
chrX,70240059,70240558,"3' UTR (NM_001013579, exon 7 of 7)","3' UTR (NM_001013579, exon 7 of 7)",5653,NM_001013579,158833,ENSG00000204195,AWAT1
chrX,149311197,149311696,Intergenic,LTR1F1|LTR|ERV1,193860,NR_104128,3423,ENSG00000010404,IDS
chrX,87951849,87952348,Intergenic,L1PA17|LINE|L1,434296,NM_019117,56062,ENSG00000102271,KLHL4
chrX,22545318,22545817,"intron (NR_073010, intron 4 of 11)","intron (NR_073010, intron 4 of 11)",272654,NM_152577,158506,ENSG00000175809,CBLL2
chrX,151753355,151753854,Intergenic,Intergenic,18858,NM_005140,1260,ENSG00000183862,CNGA2
chrX,121716226,121716725,Intergenic,L1PA11|LINE|L1,345503,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,153400281,153400780,"intron (NM_001367770, intron 1 of 1)","intron (NM_001367770, intron 1 of 1)",166,NM_001351294,649238,ENSG00000214897,PNMA6E
chrX,45850887,45851386,"intron (NR_125365, intron 1 of 2)",CpG,354,NR_125365,401585,ENSG00000231566,LINC02595
chrX,24124937,24125436,Intergenic,LTR40c|LTR|ERVL,-23796,NM_001330327,7543,ENSG00000005889,ZFX
chrX,19332152,19332651,Intergenic,L2|LINE|L2,-11492,NM_001173454,5160,ENSG00000131828,PDHA1
chrX,142149036,142149535,Intergenic,Intergenic,56005,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,128440903,128441402,Intergenic,Intergenic,-388749,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,43380802,43381301,Intergenic,L1PBa|LINE|L1,204057,NR_110387,101927501,ENSG00000224294,PINCR
chrX,95836498,95836997,Intergenic,L1PA14|LINE|L1,501155,NR_003539,643486,ENSG00000271209,BRDTP1
chrX,17376620,17377119,"intron (NM_198270, intron 1 of 7)",CpG,1669,NM_001291867,4810,ENSG00000188158,NHS
chrX,36418204,36418703,"intron (NR_110412, intron 4 of 7)",L1PA6|LINE|L1,21839,NR_110412,101928627,ENSG00000226484,LOC101928627
chrX,146906706,146907205,Intergenic,MER52A|LTR|ERV1,-92211,NM_001244892,100133053,ENSG00000235699,CXorf51B
chrX,125628038,125628537,Intergenic,L1PB3|LINE|L1,308416,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,127861987,127862486,Intergenic,L1MA9|LINE|L1,190167,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,54142371,54142870,"intron (NM_001300788, intron 4 of 13)",L1PA5|LINE|L1,40634,NM_017848,54954,ENSG00000184083,FAM120C
chrX,153339325,153339824,"intron (NM_001080485, intron 2 of 4)",AluJb|SINE|Alu,4112,NR_162143,113219460,,MIR12129
chrX,10054961,10055460,"intron (NM_015691, intron 1 of 22)",MLT1D|LTR|ERVL-MaLR,39455,NM_015691,55841,ENSG00000047644,WWC3
chrX,57082908,57083407,Intergenic,L1PA13|LINE|L1,38389,NM_001006681,474343,ENSG00000186787,SPIN2B
chrX,29378894,29379393,"intron (NM_014271, intron 3 of 10)",L1P4a|LINE|L1,-195135,NR_049877,100847047,ENSG00000264090,MIR4666B
chrX,70198911,70199410,"intron (NM_198512, intron 1 of 6)","intron (NM_198512, intron 1 of 6)",21677,NM_198512,347516,ENSG00000184210,DGAT2L6
chrX,133044330,133044829,Intergenic,LTR12C|LTR|ERV1,-16307,NM_031907,83844,ENSG00000134588,USP26
chrX,64047618,64048117,Intergenic,L1PA12|LINE|L1,157841,NM_152424,139285,ENSG00000184675,AMER1
chrX,154450712,154451211,TTS (NM_004699),TTS (NM_004699),641,NR_106917,102465517,ENSG00000276350,MIR6858
chrX,65838748,65839247,Intergenic,Intergenic,171343,NM_002444,4478,ENSG00000147065,MSN
chrX,121626241,121626740,Intergenic,L1MA3|LINE|L1,255518,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,122094260,122094759,Intergenic,L1M1|LINE|L1,723537,NR_037444,100500869,ENSG00000265456,MIR3672
chrX,99383877,99384376,Intergenic,MER52A|LTR|ERV1,1026147,NM_020766,57526,ENSG00000165194,PCDH19
chrX,42548354,42548853,Intergenic,MSTA-int|LTR|ERVL-MaLR,229560,NM_025210,80316,ENSG00000102055,PPP1R2C
chrX,57989733,57990232,Intergenic,MER52C|LTR|ERV1,-79349,NM_007156,7789,ENSG00000198205,ZXDA
chrX,135930199,135930698,Intergenic,Intergenic,36732,NM_018666,55511,ENSG00000181433,SAGE1
chrX,153610629,153611128,Intergenic,Intergenic,11538,NR_131982,105373383,ENSG00000260081,LOC105373383
chrX,82382244,82382743,Intergenic,L1M2|LINE|L1,-1125797,NM_000307,5456,ENSG00000196767,POU3F4
chrX,150269837,150270336,Intergenic,Intergenic,42082,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,110796119,110796618,promoter-TSS (NM_001367204),promoter-TSS (NM_001367204),-551,NM_001143981,91851,ENSG00000101938,CHRDL1
chrX,109338559,109339058,Intergenic,L1PREC2|LINE|L1,143278,NM_001522,2986,ENSG00000101890,GUCY2F
chrX,52852814,52853313,Intergenic,Intergenic,14238,NM_130776,170626,ENSG00000171402,XAGE3
chrX,131778626,131779125,"intron (NR_026975, intron 6 of 12)","intron (NR_026975, intron 6 of 12)",51768,NR_152876,286467,ENSG00000213468,FIRRE
chrX,3789981,3790480,Intergenic,Intergenic,53664,NR_034031,389906,,LOC389906
chrX,81658079,81658578,Intergenic,L1MA4A|LINE|L1,456226,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,133432566,133433065,Intergenic,Intergenic,-17326,NM_001448,2239,ENSG00000076716,GPC4
chrX,47562948,47563447,"intron (NM_001256196, intron 2 of 15)","intron (NM_001256196, intron 2 of 15)",1992,NM_001654,369,ENSG00000078061,ARAF
chrX,108017914,108018413,Intergenic,Intergenic,-26807,NM_001170553,340547,ENSG00000101842,VSIG1
chrX,84991388,84991887,Intergenic,L1M2|LINE|L1,-12240,NM_198450,139322,ENSG00000155008,APOOL
chrX,74836634,74837133,"intron (NM_001008537, intron 1 of 3)",L1MA2|LINE|L1,88569,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,143231703,143232202,Intergenic,L1M1|LINE|L1,206024,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,142674718,142675217,Intergenic,L1PA7|LINE|L1,-350961,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,3938552,3939051,Intergenic,Intergenic,-18059,NR_146579,729162,,FAM239B
chrX,84396574,84397073,"intron (NM_001177478, intron 4 of 9)",L1MA4A|LINE|L1,105630,NM_144657,139324,ENSG00000165259,HDX
chrX,111053472,111053971,"intron (NM_001128166, intron 2 of 15)","intron (NM_001128166, intron 2 of 15)",-42470,NM_001324334,5063,ENSG00000077264,PAK3
chrX,155441996,155442495,Intergenic,L1MA4A|LINE|L1,-15272,NR_036260,100422977,ENSG00000221603,MIR1184-3
chrX,87316479,87316978,Intergenic,L1M1|LINE|L1,-201074,NM_057162,56062,ENSG00000102271,KLHL4
chrX,56005705,56006204,"intron (NM_001324105, intron 1 of 5)",L1PA13|LINE|L1,97669,NM_001324104,11279,ENSG00000102349,KLF8
chrX,12138271,12138770,promoter-TSS (NM_001368397),promoter-TSS (NM_001368397),47,NM_001368397,9758,ENSG00000169933,FRMPD4
chrX,32775178,32775677,"intron (NM_000109, intron 7 of 78)",THE1D-int|LTR|ERVL-MaLR,-133868,NR_031646,100302239,ENSG00000221348,MIR548F5
chrX,71224011,71224510,"exon (NM_000166, exon 2 of 2)","exon (NM_000166, exon 2 of 2)",1036,NM_000166,2705,ENSG00000169562,GJB1
chrX,8727013,8727512,"intron (NM_000216, intron 1 of 13)",MER45C|DNA|hAT-Tip100,4875,NM_000216,3730,ENSG00000011201,ANOS1
chrX,66364945,66365444,Intergenic,L1PA12|LINE|L1,197444,NM_001367234,9843,ENSG00000089472,HEPH
chrX,91371913,91372412,Intergenic,L1PREC2|LINE|L1,-62677,NM_080832,140886,ENSG00000174740,PABPC5
chrX,67386601,67387100,Intergenic,L1PA7|LINE|L1,-157171,NM_000044,367,ENSG00000169083,AR
chrX,88746182,88746681,promoter-TSS (NM_001184771),promoter-TSS (NM_001184771),-794,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,94012674,94013173,Intergenic,PABL_B-int|LTR|ERV1,338717,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,69195184,69195683,"intron (NR_103715, intron 1 of 4)","intron (NR_103715, intron 1 of 4)",15876,NR_103715,100996279,ENSG00000215162,LINC00269
chrX,142819457,142819956,Intergenic,L1P4a|LINE|L1,-206222,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,13756849,13757348,"intron (NM_001330210, intron 14 of 23)","intron (NM_001330210, intron 14 of 23)",22350,NM_003611,8481,ENSG00000046651,OFD1
chrX,52851476,52851975,Intergenic,Intergenic,15576,NM_130776,170626,ENSG00000171402,XAGE3
chrX,138294679,138295178,Intergenic,Intergenic,372865,NR_030229,574507,ENSG00000207800,MIR504
chrX,68121430,68121929,"intron (NM_002547, intron 15 of 24)",L1M1|LINE|L1,311816,NM_002547,4983,ENSG00000079482,OPHN1
chrX,133967805,133968304,"intron (NM_001164618, intron 1 of 7)","intron (NM_001164618, intron 1 of 7)",17540,NM_001164618,2719,ENSG00000147257,GPC3
chrX,117806919,117807418,Intergenic,L1MA3|LINE|L1,166570,NM_033495,90293,ENSG00000003096,KLHL13
chrX,86908061,86908560,Intergenic,MSTD-int|LTR|ERVL-MaLR,-609492,NM_057162,56062,ENSG00000102271,KLHL4
chrX,127174211,127174710,Intergenic,LTR27B|LTR|ERV1,354731,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,12872092,12872591,"intron (NM_016562, intron 2 of 2)",MLT1H1|LTR|ERVL-MaLR,5269,NM_016562,51284,ENSG00000196664,TLR7
chrX,135112609,135113108,Intergenic,L1PA16|LINE|L1,7668,NM_001355519,100129515,ENSG00000224107,ETDB
chrX,127689102,127690013,Intergenic,L1M1|LINE|L1,362846,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,10422064,10422563,Intergenic,Intergenic,145290,NM_001193280,4281,ENSG00000101871,MID1
chrX,23816950,23817449,Intergenic,MER20|DNA|hAT-Charlie,34041,NR_027783,6303,ENSG00000130066,SAT1
chrX,151981304,151981803,Intergenic,L2a|LINE|L2,-6877,NM_004961,2564,ENSG00000102287,GABRE
chrX,145393868,145394367,Intergenic,L1MA3|LINE|L1,146614,NM_001009614,494118,ENSG00000203923,SPANXN1
chrX,122880403,122880902,Intergenic,L1PB1|LINE|L1,-303591,NM_000828,2892,ENSG00000125675,GRIA3
chrX,106894800,106895299,Intergenic,MIR|SINE|MIR,-5115,NM_001171092,9075,ENSG00000165376,CLDN2
chrX,47158314,47158813,"intron (NM_152856, intron 2 of 22)",AluSx|SINE|Alu,13342,NM_001204466,8241,ENSG00000182872,RBM10
chrX,120412026,120412525,Intergenic,LTR53-int|LTR|ERVL,50186,NM_012069,23439,ENSG00000101892,ATP1B4
chrX,152882720,152883219,Intergenic,Intergenic,-31473,NM_001178109,7739,ENSG00000147394,ZNF185
chrX,148740981,148741480,"intron (NM_001170628, intron 1 of 17)",L1PB1|LINE|L1,22139,NM_001170628,2334,ENSG00000155966,AFF2
chrX,88384802,88385301,Intergenic,L1PA17|LINE|L1,-362174,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,41499850,41500349,Intergenic,Intergenic,52639,NM_022567,60506,ENSG00000188937,NYX
chrX,19570064,19570563,"intron (NM_001024666, intron 11 of 16)","intron (NM_001024666, intron 11 of 16)",-55052,NM_001001671,389840,ENSG00000180815,MAP3K15
chrX,35904063,35904562,Intergenic,L1PA10|LINE|L1,-15422,NM_152632,286464,ENSG00000165164,CFAP47
chrX,74907813,74908312,"intron (NM_001008537, intron 1 of 3)","intron (NM_001008537, intron 1 of 3)",17390,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,7099672,7100171,"intron (NM_001178136, intron 2 of 3)","intron (NM_001178136, intron 2 of 3)",-47369,NM_001320750,412,ENSG00000101846,STS
chrX,86231254,86231753,"intron (NM_001139514, intron 1 of 11)",L1PB1|LINE|L1,-31465,NM_001139515,117154,ENSG00000126733,DACH2
